company_id,company_name,tmdbId
9195,Touchstone Pictures,207
10282,Silver Screen Partners IV,207
8793,Lawrence Turman,37247
10330,Universal International Pictures (UI),1480
9,Gaumont,9322
371,Cecchi Gori Group Tiger Cinematografica,9322
6643,cechi gori group,9322
441,Columbia Pictures Corporation,826
11356,Horizon Pictures (II),826
9387,Cineriz,422
10882,Francinex,422
4,Paramount Pictures,829
6226,Penthouse,829
10208,Long Road Productions,829
306,Twentieth Century Fox Film Corporation,828
6194,Warner Bros.,3090
11,WingNut Films,9964
294,New Zealand Film Commission,9964
4,Paramount Pictures,3063
3902,CBS Entertainment Productions,13667
11043,A&M Films,13667
88,Hawk Films,694
6194,Warner Bros.,694
11272,Peregrine,694
5,Columbia Pictures,235
1153,Act III Communications,235
90896,The Body,235
90897,Act III,235
43854,Nero-Film AG,832
3102,Renaissance Films,765
47380,Rosebud Productions,765
60,United Artists,5925
219,The Mirisch Corporation,5925
33,Universal Pictures,11778
538,EMI Films Ltd.,11778
1657,Greenwich Film Productions,4485
9377,Les Films Galaxie,4485
11359,France 2 (FR2),4485
5,Columbia Pictures,137
171,Malpaso Productions,33
6194,Warner Bros.,33
60,United Artists,982
623,MC Productions,982
12,New Line Cinema,8428
2488,SC Entertainment,8428
6194,Warner Bros.,212
33,Universal Pictures,105
56,Amblin Entertainment,105
20448,U-Drive Productions,105
33,Universal Pictures,1633
306,Twentieth Century Fox Film Corporation,11202
3492,Island Pictures,1554
10932,The Criterion Collection,1554
21612,Black Snake,1554
42043,Grokenberger Film Produktion,1554
528,Bandai Visual Company,149
882,Toho Company,149
3363,Mainichi Broadcasting System (MBS),149
6999,Kodansha,149
9155,Tokyo Movie Shinsha (TMS),149
10919,TMS Entertainment,149
10920,Akira Committee Company Ltd.,149
10921,Sumitomo Corporation,149
2737,Davis-Panzer Productions,8009
6179,Thorn EMI Screen Entertainment,8009
6194,Warner Bros.,903
11496,Jalem Productions,903
582,Hachette Première,11673
875,Films A2,11673
1524,DD Productions,11673
306,Twentieth Century Fox Film Corporation,3034
1296,Crossbow Productions,3034
1297,Gruskoff/Venture Films,3034
1298,Jouer Limited,3034
181,Channel Four Films,339
182,JVC Entertainment,339
183,Le Studio Canal+,339
184,Locus Solus Entertainment,339
185,Pandora Cinema,339
186,Pyramide Productions,339
187,Victor Musical Industries,339
2269,China Film Co-Production Corporation,10404
21329,ERA International,10404
21330,Century Communications,10404
21331,Salon Films,10404
60,United Artists,914
71975,Roy Export Company Establishment,914
2,Walt Disney Pictures,756
60,United Artists,288
893,Stanley Kramer Productions,288
6194,Warner Bros.,910
1950,New World Pictures,2640
10170,Cinemarque Entertainment,2640
2070,Rastar Pictures,16633
8411,Metro-Goldwyn-Mayer (MGM),665
3566,Spinal Tap Prod.,11031
16644,IRE Productions,11314
16645,Santa Fe Institute for Regional Education,11314
4,Paramount Pictures,15143
477,Hughes Entertainment,15143
1,Lucasfilm,89
4,Paramount Pictures,89
60,United Artists,10322
1176,Lorimar Film Entertainment,10322
5,Columbia Pictures,783
500,Goldcrest Films International,783
501,Indo-British,783
502,International Film Investors,783
503,National Film Development Corporation of India,783
504,Carolina Bank,783
5237,The Saul Zaentz Company,10644
500,Goldcrest Films International,11257
11493,National Film Finance Corporation (NFFC),11257
11494,Curzon Film Distributors,11257
559,TriStar Pictures,14370
3088,Delphi III Productions,14370
500,Goldcrest Films International,12104
8411,Metro-Goldwyn-Mayer (MGM),12104
8834,Tin Blue,12104
500,Goldcrest Films International,625
502,International Film Investors,625
7049,Enigma Productions,625
6181,Svensk Filmindustri (SF),8816
7931,FilmTeknik,8816
8411,Metro-Goldwyn-Mayer (MGM),830
13,Universal Studios,2323
624,Persky-Bright Productions,983
625,Devon,983
306,Twentieth Century Fox Film Corporation,642
381,Campanile Productions,642
382,Newman-Foreman Productions,642
181,Channel Four Films,655
1448,Pro-ject Filmproduktion,655
6116,Argos Films,655
7025,Westdeutscher Rundfunk (WDR),655
8366,Road Movies Filmproduktion,655
36229,Wim Wenders Stiftung,655
79,Village Roadshow Pictures,10341
6116,Argos Films,10341
6194,Warner Bros.,10341
8366,Road Movies Filmproduktion,10341
36229,Wim Wenders Stiftung,10341
97,Castle Rock Entertainment,639
365,Nelson Entertainment,639
5025,Helvey-Pray Production,30180
6893,Hit Entertainment,31388
21304,Cabin Fever Entertainment,31388
35535,Cineplex Odeon Films,31388
986,Degeto Film,41801
2051,Kinowelt Filmproduktion,41801
60710,Mindy Affrime,41801
5330,Bruin Grip Services,66034
1002,Eureka Pictures,348138
2150,Greenestreet Films,61536
3525,Skreba Films,18762
306,Twentieth Century Fox Film Corporation,8077
19747,Brandywine Productions,8077
33,Universal Pictures,814
276,Guber/Peters Company,814
606,American Werewolf Inc.,814
607,Lyncanthrope Films,814
35872,Steve White Productions,41671
84937,VPS Studios,41671
484,De Laurentiis Entertainment Group (DEG),27214
5333,Zeta Entertainment,52263
25690,Promark Entertainment Group,52263
28277,Spectacor Films,52263
36394,A. Ninety-Three Productions,33519
10308,Dino De Laurentiis Company,16235
75480,Media Transactions,16235
9266,American International Pictures (AIP),11449
4899,Allegro Films,41848
17799,CFCF-TV,41848
10000,Compagnia Cinematografica Champion,25944
10001,Andy Warhol Productions,25944
4,Paramount Pictures,24913
52760,Hometown Films,24913
77507,YCTM,24913
18038,Sterobcar Productions,49126
41,Orion Pictures,32076
14150,Orion Pictures Corporation,32076
10715,Alfred J. Hitchcock Productions,571
4,Paramount Pictures,8851
2548,Tonylyn Productions,8851
14323,Compass International Pictures,37843
78004,Empress Film Production Corporation,37843
4847,Vista Street Entertainment,32146
6,RKO Radio Pictures,30346
70,American Zoetrope,6114
441,Columbia Pictures Corporation,6114
2019,Osiris Films,6114
33,Universal Pictures,229
60,United Artists,13549
7508,Produzioni Europee Associati (PEA),13549
9228,Dan Curtis Productions,13549
278,Propaganda Films,9529
559,TriStar Pictures,9529
1382,PolyGram Filmed Entertainment,9529
33,Universal Pictures,1598
56,Amblin Entertainment,1598
691,Cappa Productions,1598
11391,Tribeca Productions,1598
11390,Melville-Talbot Productions,11349
60,United Artists,7340
33,Universal Pictures,6217
4361,RKO Pictures,6217
12,New Line Cinema,377
1531,Smart Egg Pictures,377
1959,Jofa Atelier,653
1960,Prana-Film GmbH,653
1242,Reteitalia,28198
49589,Scena Film,28198
306,Twentieth Century Fox Film Corporation,794
2767,Mace Neufeld Productions,794
43,Fox Searchlight Pictures,31640
20926,Marmont Productions,31640
20927,Blood & Wine Productions,31640
20928,Majestic Films International,31640
14,Miramax Films,8744
2533,Albino Alligator Productions,8744
559,TriStar Pictures,25189
11317,Phoenix Pictures,25189
123,Trust Film,145
125,Danish Film Institute,145
1011,Michael Obel Productions,2212
4,Paramount Pictures,199
76068,Digital Image Associates,199
8,Fine Line Features,7863
8724,Australian Film Finance Corporation (AFFC),7863
11840,Film Victoria,7863
41999,South Australian Feature Film Company,7863
14,Miramax Films,12498
306,Twentieth Century Fox Film Corporation,9279
436,1492 Pictures,9279
9195,Touchstone Pictures,21539
1728,Sandrews,85589
12984,Norsk Film,85589
7286,Epithète Films,12709
306,Twentieth Century Fox Film Corporation,20539
2,Walt Disney Pictures,11674
2173,Great Oaks Entertainment,11674
186,Pyramide Productions,64900
1115,M6 Films,64900
1243,Arena Films,64900
8138,Vega Film,64900
15316,Agora Films,64900
16804,France 3 Cinema,64900
27118,Orsans,64900
27119,Les Films de Mindif,64900
306,Twentieth Century Fox Film Corporation,1573
1073,Gordon Company,1573
1885,Silver Pictures,1573
4,Paramount Pictures,152
4,Paramount Pictures,174
4,Paramount Pictures,172
4,Paramount Pictures,154
4,Paramount Pictures,157
4,Paramount Pictures,168
1382,PolyGram Filmed Entertainment,364
6194,Warner Bros.,364
306,Twentieth Century Fox Film Corporation,11967
10210,Morgan Creek Productions,11967
10210,Morgan Creek Productions,9086
4,Paramount Pictures,621
3978,Robert Stigwood Organization (RSO),621
4,Paramount Pictures,9037
306,Twentieth Century Fox Film Corporation,10173
3495,Steamroller Productions,10173
23308,Victor & Grais Productions,10173
7954,Filmwerks,55687
53009,Miramax,168535
508,Regency Enterprises,8845
644,Alcor Films,8845
5358,Canal+,8845
6194,Warner Bros.,8845
12186,Seltzer Films,46681
33,Universal Pictures,578
1865,Zanuck/Brown Productions,578
33,Universal Pictures,579
33,Universal Pictures,17692
4904,Alan Landsburg Productions,17692
79415,MCA  Theatricals,17692
6194,Warner Bros.,17795
8797,Storyline Entertainment,17795
16774,Peters Entertainment,17795
8601,Tim Burton Productions,75
14,Miramax Films,13891
2833,Independent Pictures (II),13891
18,Gracie Films,9390
559,TriStar Pictures,9390
306,Twentieth Century Fox Film Corporation,378
11273,Circle Films,378
9195,Touchstone Pictures,10896
10531,Silver Screen Partners II,10896
33,Universal Pictures,2322
12,New Line Cinema,26949
15846,Dimitri Villard Productions,26949
14,Miramax Films,9819
258,Scott Rudin Productions,9819
11391,Tribeca Productions,9819
17725,Redhead Productions,49799
5,Columbia Pictures,31908
97,Castle Rock Entertainment,31908
4,Paramount Pictures,46027
10355,Spelling Films,46027
4,Paramount Pictures,3179
360,Geffen Pictures,3179
746,MTV Films,3179
439,Prokino Filmproduktion,1802
4606,Zweites Deutsches Fernsehen (ZDF),1802
7930,Olga Film GmbH,1802
9209,MK2 Productions,1802
979,Woods Entertainment,4232
7405,Dimension Films,4232
10210,Morgan Creek Productions,9361
1765,Turner Pictures,2928
6194,Warner Bros.,2928
11462,Alphaville Films,2928
4,Paramount Pictures,30285
11661,Rysher Entertainment,30285
97,Castle Rock Entertainment,10549
6189,Turner Pictures (I),10549
97,Castle Rock Entertainment,58102
2307,Hell's Kitchen Films,58102
4,Paramount Pictures,27265
258,Scott Rudin Productions,27265
635,Les Films Alain Sarde,49935
5358,Canal+,49935
6541,D.A. Films,49935
18367,Centre National de la Cinématographie (CNC),49935
915,Hollywood Pictures,8818
1504,Cinergi Pictures Entertainment,8818
278,Propaganda Films,36758
31080,Polygram Filmed Entertainment,36758
10927,Si Litvinoff Film Production,36040
57288,Max L. Raab Productions,36040
508,Regency Enterprises,9415
824,Kopelson Entertainment,9415
6194,Warner Bros.,9415
76487,1600 Limited Partnership,9415
3276,Elkins Entertainment,303693
4792,Film Afrika Worldwide,303693
57933,Logo Entertainment,303693
33,Universal Pictures,12145
216,Jersey Films,12145
45505,Fish Productions,12145
11661,Rysher Entertainment,42424
8411,Metro-Goldwyn-Mayer (MGM),34314
11661,Rysher Entertainment,34314
66255,"Astral Films, Australian Film Commission, The",2892
2521,Golden Harvest Company,9404
559,TriStar Pictures,9622
2090,Motion Picture Corporation of America,9622
175,Caravan Pictures,8860
9195,Touchstone Pictures,8860
36174,O.T.A. Productions,66597
4606,Zweites Deutsches Fernsehen (ZDF),14832
13096,Neue Constantin Film,14832
20147,Laurentic Film Productions,14832
20148,Torii Production,14832
33,Universal Pictures,9619
1280,Pacific Western,9619
5,Columbia Pictures,31000
12,New Line Cinema,31000
97,Castle Rock Entertainment,31000
1560,Roth-Arnold Productions,4104
8411,Metro-Goldwyn-Mayer (MGM),4104
915,Hollywood Pictures,26306
33,Universal Pictures,14908
27128,The Bubble Factory,14908
38664,Sheinberg Productions,14908
185,Pandora Cinema,784
486,Portobello Pictures,784
1083,Ceská Televize,784
6419,Biograf Jan Svěrák,784
7976,CinemArt,784
11011,Fonds Eurimages du Conseil de l'Europe,784
18367,Centre National de la Cinématographie (CNC),784
29327,Space Films,784
44592,The Czech Republic State Fund for Support and Development of Cinematography,784
1382,PolyGram Filmed Entertainment,12489
58,Sony Pictures Classics,16448
97,Castle Rock Entertainment,16448
8841,Pale Morning Dun,16448
8842,All Night Productions,16448
4,Paramount Pictures,17894
97,Castle Rock Entertainment,28059
11510,Detour Filmproduction,28059
6824,Village Roadshow,58911
6825,Pratt FIlms,58911
559,TriStar Pictures,17949
27128,The Bubble Factory,17949
5,Columbia Pictures,1968
60,United Artists,61563
5,Columbia Pictures,66
97,Castle Rock Entertainment,66
171,Malpaso Productions,66
2,Walt Disney Pictures,20735
2596,Jerry Weintraub Productions,11419
6194,Warner Bros.,11419
33,Universal Pictures,25796
8855,Boy of the Year,25796
10535,All Girl Productions,25796
27128,The Bubble Factory,25796
105,Ciby 2000,638
236,October Films,638
373,Asymmetrical Productions,638
374,Lost Highway Productions,638
1947,New Deal Productions,25624
6194,Warner Bros.,25624
16774,Peters Entertainment,25624
559,TriStar Pictures,9366
2604,Mark Johnson Productions,9366
11317,Phoenix Pictures,9366
11407,Baltimore Pictures,9366
5,Columbia Pictures,21915
15889,Stand See,50091
41,Orion Pictures,18420
1644,Largo Entertainment,18420
41,Orion Pictures,19952
364,The Rank Organisation,19952
11061,Motion Picture Corporation of America (MPCA),19952
2,Walt Disney Pictures,9446
6235,Mirabai Films,28005
6236,NDF International,28005
4,Paramount Pictures,9403
11661,Rysher Entertainment,9403
12,New Line Cinema,27322
4665,Addis Wechsler Pictures,27322
4,Paramount Pictures,10003
2767,Mace Neufeld Productions,10003
11661,Rysher Entertainment,10003
43,Fox Searchlight Pictures,9311
1704,Bavaria Film,9311
43,Fox Searchlight Pictures,11844
8,Fine Line Features,884
579,Alliance Communications,884
23,Imagine Entertainment,1624
33,Universal Pictures,1624
4729,Q Productions,16052
9313,Esparza / Katz Productions,16052
5,Columbia Pictures,4477
174,Warner Bros. Pictures,24662
11050,David Kirschner Productions,24662
90511,Turner Feature Animation,24662
12,New Line Cinema,18423
3492,Island Pictures,18423
306,Twentieth Century Fox Film Corporation,6499
2106,Saban Entertainment,6499
9255,Toei Company,6499
4564,Icon Entertainment International,50512
6194,Warner Bros.,50512
6453,Studio Trite,50512
5,Columbia Pictures,9405
1236,Mandalay Entertainment,9405
711,Fox 2000 Pictures,12723
441,Columbia Pictures Corporation,9360
3803,Middle Fork Productions,9360
11134,Iguana Producciones,9360
16387,Skylight Cinema Foto Art,9360
55532,St. Tropez Films,9360
55533,Cinema Line Film Corporation,9360
175,Caravan Pictures,9434
915,Hollywood Pictures,9434
961,Roger Birnbaum Productions,9434
10316,British Columbia Film,21626
25686,Canada Council Media Arts,21626
25687,Boneyard Film Company Inc.,21626
41,Orion Pictures,13982
3581,Brad Krevoy & Steve Stabler production,13982
43,Fox Searchlight Pictures,77223
79,Village Roadshow Pictures,77223
5368,Samson Productions,77223
10828,MDP Worldwide,31465
38764,Banner Entertainment,31465
2705,Baldini Pictures,12793
68247,Slam Pictures,12793
68248,Medusa Pictures,12793
23647,La Sept Cinéma,105763
40668,Studio Adam&Eve,105763
40669,Les Films du Rivage,105763
9195,Touchstone Pictures,9611
306,Twentieth Century Fox Film Corporation,10357
8724,Australian Film Finance Corporation (AFFC),9977
20196,Australian Asset Securities Limited,9977
20197,Rev Kids,9977
12,New Line Cinema,816
594,Capella International,816
595,Eric's Boy,816
4,Paramount Pictures,2163
10308,Dino De Laurentiis Company,2163
10355,Spelling Films,2163
294,New Zealand Film Commission,124680
295,New Zealand On Air,124680
28273,Village Roadshow Pictures Worldwide,124680
28274,Communicado Productions,124680
3989,C&P Productions,124843
52741,Virgin Wood Productions,124843
23098,Triumph Films,31017
38782,Higgins-Messick-Wayne,31017
38783,Ink Slinger Productions,31017
2269,China Film Co-Production Corporation,49478
8411,Metro-Goldwyn-Mayer (MGM),49478
38662,Law Brothers Entertainment,49478
38663,IJL Creations,49478
1885,Silver Pictures,12499
6194,Warner Bros.,12499
8816,Northern Lights Entertainment,12499
5,Columbia Pictures,18
9,Gaumont,18
1474,Desperate Pictures,1811
1475,UGC Images,1811
4056,Hallmark Entertainment,109614
18880,Showtime Networks,109614
264,Studio Babelsberg,105045
310,Centre National de la Cinématographie,105045
1712,Odessa Films,105045
5358,Canal+,105045
5982,Bioskop Film,105045
7025,Westdeutscher Rundfunk (WDR),105045
14680,Parc Film,53023
8,Fine Line Features,64802
5099,Altamira Pictures Inc.,11239
559,TriStar Pictures,50850
359,Figment Films,15321
21629,Aimimage Productions,15321
31080,Polygram Filmed Entertainment,15321
52518,Agenda,15321
6194,Warner Bros.,2058
19507,Outlaw Productions (I),2058
53009,Miramax,2058
14,Miramax Films,9450
181,Channel Four Films,9450
11352,Prominent Features,9450
33,Universal Pictures,330
56,Amblin Entertainment,330
635,Les Films Alain Sarde,38523
3187,.406 Production,16375
5330,Bruin Grip Services,33660
5331,Good Dog Productions LLC,33660
5332,Utopia Pictures,33660
5333,Zeta Entertainment,33660
9195,Touchstone Pictures,59232
720,Goldwyn Films,45671
11561,Recorded Picture Company (RPC),45671
12,New Line Cinema,17770
5,Columbia Pictures,15170
6254,"Jim Henson Company, The",15170
6255,Jim Henson Pictures,15170
130,Jerry Bruckheimer Films,1701
3589,Kouf/Bigelow Productions,1701
9195,Touchstone Pictures,1701
78338,Hiett Designs of Las Vegas,1701
78339,Runway Pictures Inc,1701
4506,Kasander & Wigman Productions,26422
4507,Alpha Films,26422
4508,Nederlands Fonds voor de Film,26422
53268,Woodline Films Ltd.,26422
306,Twentieth Century Fox Film Corporation,1639
35304,Blue Tulip Productions,1639
76425,Phaedra Cinema,106129
5993,Curb Entertainment,107743
22290,Bergman Lustig Productions,107743
1382,PolyGram Filmed Entertainment,415
6194,Warner Bros.,415
8,Fine Line Features,65889
18189,Spelling Films International,65889
52513,Hungry Eye Trijbits,65889
52514,Worrell,65889
52515,Remote,65889
8,Fine Line Features,11103
335,Tig Productions,11103
2630,Majestic Films International,11103
2,Walt Disney Pictures,11970
870,Tapestry Films,34941
2499,The Kushner-Locke Company,34941
52860,Bates Entertainment,34941
79654,MURDER and murder Production,407992
559,TriStar Pictures,8874
2756,Vertigo Productions,11956
5358,Canal+,11956
15671,France 2 Cinéma,11956
109,Rome Paris Films,266
1714,Les Films Concordia,266
10000,Compagnia Cinematografica Champion,266
4,Paramount Pictures,754
455,Permut Presentations,754
456,WCG Entertainment Productions,754
458,Douglas/Reuther Productions,754
9195,Touchstone Pictures,754
25358,Krane Entertainment,754
32218,Terence Michael Productions,37567
9209,MK2 Productions,43771
95106,Sanaye Dasti,43771
18367,Centre National de la Cinématographie (CNC),124834
76472,Timedial Films,249358
4491,Avventura Films,111367
56,Amblin Entertainment,607
441,Columbia Pictures Corporation,607
49325,Parkes+MacDonald Image Nation,607
306,Twentieth Century Fox Film Corporation,18080
1302,Davis Entertainment,18080
10210,Morgan Creek Productions,38225
33,Universal Pictures,17834
27128,The Bubble Factory,17834
6194,Warner Bros.,686
43910,South Side Amusement Company,686
418,New South Wales Film & Television Office,65046
8724,Australian Film Finance Corporation (AFFC),65046
11840,Film Victoria,65046
14089,Jan Chapman Productions,65046
175,Caravan Pictures,4421
915,Hollywood Pictures,4421
1643,First Independent Films,4421
1644,Largo Entertainment,4421
1645,Scott Free Productions,4421
1646,Trap-Two-Zero Productions,4421
33,Universal Pictures,9387
10308,Dino De Laurentiis Company,9387
2,Walt Disney Pictures,10603
10227,Mandeville Films,10603
14,Miramax Films,2142
978,Across the River Productions,2142
979,Woods Entertainment,2142
4,Paramount Pictures,8413
248,Impact Pictures,8413
2484,Golar Productions,8413
12,New Line Cinema,10336
3907,Pull Down Your Pants Pictures,10336
23364,Todd McFarlane Entertainment,10336
2,Walt Disney Pictures,20737
306,Twentieth Century Fox Film Corporation,9413
787,3 Arts Entertainment,9413
803,Alliance Atlantis Communications,14585
8809,Fair and Square Productions,14585
508,Regency Enterprises,18519
5739,Donner/Shuler-Donner Productions,18519
6194,Warner Bros.,18519
181,Channel Four Films,49462
10100,Thin Man Films,49462
38861,Matrix Films,49462
1885,Silver Pictures,8834
6194,Warner Bros.,8834
23397,Donner/Shuler-Donner Productions,8834
559,TriStar Pictures,9458
1236,Mandalay Entertainment,9458
2554,Quincy Jones-David Salzman Entertainment,8854
6194,Warner Bros.,8854
9993,DC Entertainment,8854
14,Miramax Films,38295
16685,United Artists Pictures,22073
33,Universal Pictures,37244
14,Miramax Films,4961
7405,Dimension Films,4961
12,New Line Cinema,9416
441,Columbia Pictures Corporation,26180
33,Universal Pictures,17832
3409,Korsala Productions,17832
3410,Raffaella De Laurentiis Productions,17832
441,Columbia Pictures Corporation,9772
919,Beacon Communications,9772
18990,Radiant Productions,9772
4564,Icon Entertainment International,6072
4,Paramount Pictures,1669
1693,Nina Saxon Film Design,1669
2767,Mace Neufeld Productions,1669
8,Fine Line Features,468
826,Capitol Films,32519
1483,Redeemable Features,32519
4,Paramount Pictures,10806
10355,Spelling Films,10806
8769,Art Linson Productions,9433
27,DreamWorks SKG,6623
508,Regency Enterprises,2118
2428,Wolper Organization,2118
6194,Warner Bros.,2118
559,TriStar Pictures,978
1236,Mandalay Entertainment,978
57435,Applecross,978
57436,Reperage & Vanguard Films,978
4,Paramount Pictures,9437
11661,Rysher Entertainment,9437
711,Fox 2000 Pictures,29461
2923,Edmonds Entertainment Group (EEG),29461
11584,De Fina-Cappa,56651
285,Live Entertainment,10351
21084,Image Organization,10351
24075,Pierre David,10351
278,Propaganda Films,66588
919,Beacon Communications,66588
1382,PolyGram Filmed Entertainment,66588
9195,Touchstone Pictures,66588
10103,Via Rosa Productions,66588
14745,Prairie Films,66588
1382,PolyGram Filmed Entertainment,2649
1519,A&B Producoes,2649
10164,Popaganda Films,2649
6194,Warner Bros.,14289
17825,Seagal/Nasso Productions,14289
3480,Illusion Entertainment Group,10155
11317,Phoenix Pictures,10155
12263,Clyde Is Hungry Films,10155
53473,Canal+ Droits Audiovisuels,10155
5406,Good Film Company,20457
3388,The Movie Network (TMN),18355
4899,Allegro Films,18355
8582,Canadian Film or Video Production Tax Credit (CPTC),18355
11578,Super Écran,18355
13306,Gouvernement du Québec,18355
23098,Triumph Films,18355
24721,Satch-Mo,18355
25063,Program de Credits of Impuc,18355
4,Paramount Pictures,33657
11661,Rysher Entertainment,33657
1274,Clinica Estetico,55306
75348,Nunez-Gowan,55306
43,Fox Searchlight Pictures,68924
10565,Good Machine,68924
53473,Canal+ Droits Audiovisuels,68924
35,Lions Gate Films,36434
26144,Rampage Entertainment,36434
14,Miramax Films,2255
16934,View Askew Productions,2255
3492,Island Pictures,28353
38799,Def Pictures,28353
181,Channel Four Films,9427
306,Twentieth Century Fox Film Corporation,9427
8764,Redwave Films,9427
3798,Greentrees Films,172545
5778,Channel 4 Television,172545
14,Miramax Films,17589
3449,WGBH,17589
3712,BBC Scotland,17589
3713,Mobile Masterpiece Theatre,17589
441,Columbia Pictures Corporation,3597
1236,Mandalay Entertainment,3597
1464,Summer Knowledge LLC,3597
508,Regency Enterprises,1813
676,Monarchy Enterprises B.V.,1813
824,Kopelson Entertainment,1813
6194,Warner Bros.,1813
10104,New Regency Pictures,1813
20555,Taurus Film,1813
2,Walt Disney Pictures,36797
175,Caravan Pictures,36797
9195,Touchstone Pictures,12628
14,Miramax Films,33344
175,Caravan Pictures,45019
915,Hollywood Pictures,45019
961,Roger Birnbaum Productions,45019
58247,Alchemy Filmworks,45019
2516,Kuzui Enterprises,63437
38764,Banner Entertainment,63437
39836,Ben Myron Productions,63437
5,Columbia Pictures,782
216,Jersey Films,782
152,Icon Productions,29911
14,Miramax Films,9827
7405,Dimension Films,9827
820,Tapson Steel Films Productions,1959
181,Channel Four Films,8067
359,Figment Films,8067
1382,PolyGram Filmed Entertainment,8067
93311,Aaargh! Animation,8067
60,United Artists,125052
40543,Posthorn Pictures,125052
40544,Giv'en Films,125052
4,Paramount Pictures,10871
1280,Pacific Western,10871
11661,Rysher Entertainment,10871
41,Orion Pictures,14398
3589,Kouf/Bigelow Productions,14398
5848,Columbia Pictures Industries,10890
686,Tiger Aspect Productions,1281
1382,PolyGram Filmed Entertainment,1281
10163,Working Title Films,1281
12467,Nomadic Pictures,32332
38567,BMG Independents,32332
6194,Warner Bros.,9770
16775,Arnold Kopelson Productions,9770
12,New Line Cinema,12616
718,Arts Council of England,34838
36765,Adventure Pictures,34838
39696,Adventure Films,34838
14,Miramax Films,14905
181,Channel Four Films,14905
2997,Dragon Pictures,14905
8411,Metro-Goldwyn-Mayer (MGM),14583
10828,MDP Worldwide,14583
4,Paramount Pictures,11975
14941,Constellation Entertainment,11975
12,New Line Cinema,4995
178,Ghoulardi Film Company,4995
840,Lawrence Gordon Productions,4995
4,Paramount Pictures,9281
6194,Warner Bros.,45928
10210,Morgan Creek Productions,45928
559,TriStar Pictures,563
9195,Touchstone Pictures,563
23434,Big Bug Pictures,563
285,Live Entertainment,61337
12451,Mediaworks,61337
44419,ASQA Film Partnership,61337
915,Hollywood Pictures,19931
54684,101st Street Films,31535
4,Paramount Pictures,10215
14,Miramax Films,10215
763,Intermedia Films,10215
932,Mirage Enterprises,10215
12,New Line Cinema,9823
4174,Threshold Entertainment,9823
4,Paramount Pictures,37165
258,Scott Rudin Productions,37165
14,Miramax Films,45609
575,Bergen Film,38904
11054,First Look International,38904
8411,Metro-Goldwyn-Mayer (MGM),9407
34998,Avnet/Kerner Productions,9407
33,Universal Pictures,4824
657,Toho-Towa,4824
762,Mutual Film Company,4824
4650,Marubeni,4824
7237,Tele München Fernseh Produktionsgesellschaft (TMG),4824
11462,Alphaville Films,4824
15278,British Broadcasting Corporation (BBC),4824
23932,UGC PH,4824
54502,Mel's Cite du Cinema,4824
306,Twentieth Century Fox Film Corporation,9444
11231,Fox Animation Studios,9444
11232,Fox Family Films,9444
11233,The Big Gun Project,9444
11234,Little Wolf Entertainment,9444
508,Regency Enterprises,9414
897,Taurus Films,9414
3415,Polar Productions,9414
6194,Warner Bros.,9414
306,Twentieth Century Fox Film Corporation,8078
19747,Brandywine Productions,8078
27,DreamWorks SKG,11831
1257,Butcher's Run Productions,2895
16804,France 3 Cinema,39177
181,Channel Four Films,19601
61695,ASK Kodansha,19601
61696,NDF Inc.,19601
10571,Asylum Films,124606
26598,FM Entertainment,124606
40739,Eagle Eye Films Inc.,124606
7320,Telefilm Canada,42832
10260,Melenny Productions,42832
11578,Super Écran,42832
13304,Gouvernement Canadien,42832
13305,Fonds de télévision et de câblodistribution pour la production d'émissions canadiennes,42832
13306,Gouvernement du Québec,42832
360,Geffen Pictures,22797
6194,Warner Bros.,22797
8,Fine Line Features,2639
2,Walt Disney Pictures,9574
2173,Great Oaks Entertainment,9574
33,Universal Pictures,10371
1484,Yorktown Productions,10371
27128,The Bubble Factory,10371
38664,Sheinberg Productions,10371
14,Miramax Films,489
2253,Lawrence Bender Productions,489
23201,Be Gentlemen Limited Partnership,489
306,Twentieth Century Fox Film Corporation,9714
477,Hughes Entertainment,9714
8335,The Image Organization,170430
58068,M.O.D. Productions Inc.,170430
6194,Warner Bros.,8197
15298,Malpaso Company,8197
7,DreamWorks,6283
14,Miramax Films,4233
85,Konrad Pictures,4233
1601,Maven Entertainment,4233
7405,Dimension Films,4233
4899,Allegro Films,191874
8335,The Image Organization,191874
8,Fine Line Features,10217
579,Alliance Communications,10217
85976,Chase Regency,438108
4,Paramount Pictures,597
306,Twentieth Century Fox Film Corporation,597
574,Lightstorm Entertainment,597
7576,Eon Productions,714
29891,Miravista Films,52537
29892,Don Quixote,52537
16977,Allied Films,62394
16978,Lightmotive,62394
335,Tig Productions,9922
6194,Warner Bros.,9922
316,Wildwood Enterprises,547
9195,Touchstone Pictures,547
14,Miramax Films,184
9195,Touchstone Pictures,9746
2,Walt Disney Pictures,9438
37,Gramercy Pictures,115
1382,PolyGram Filmed Entertainment,115
10163,Working Title Films,115
58,Sony Pictures Classics,26941
310,Centre National de la Cinématographie,27103
5358,Canal+,27103
306,Twentieth Century Fox Film Corporation,9410
8769,Art Linson Productions,9410
559,TriStar Pictures,32302
27084,Leeds/Ben-Ami Productions,32302
27085,Sheen Productions,32302
2106,Saban Entertainment,216794
40014,Producers Network Associates,216794
285,Live Entertainment,88863
11015,Heller Highwater Productions,88863
306,Twentieth Century Fox Film Corporation,41417
