language_code,language_name,tmdbId
en,English,5915
en,English,13680
zh,普通话,4588
en,English,14313
en,English,2728
en,English,2274
en,English,9038
es,Español,9038
en,English,7211
en,English,4538
hi,हिन्दी,4538
de,Deutsch,4538
bo,,4538
en,English,2001
ru,Pусский,2001
sv,svenska,4517
en,English,4517
es,Español,4517
en,English,4566
en,English,4520
en,English,6615
es,Español,6615
en,English,4513
ar,العربية,5125
en,English,5125
en,English,3877
en,English,8954
en,English,4771
en,English,10759
pt,Português,10759
en,English,14251
en,English,14848
en,English,14930
en,English,9773
en,English,13538
tr,Türkçe,18421
en,English,4512
fr,Français,84972
en,English,37954
en,English,39893
en,English,13197
he,עִבְרִית,15048
en,English,14041
en,English,9898
en,English,1922
en,English,41044
en,English,84567
en,English,2011
fr,Français,2011
de,Deutsch,2011
fa,فارسی,2011
en,English,5708
en,English,5951
en,English,114033
en,English,13319
fi,suomi,13319
de,Deutsch,13319
sv,svenska,13319
no,Norsk,33688
ja,日本語,20646
pt,Português,90374
de,Deutsch,18613
yi,,18613
el,ελληνικά,18613
en,English,18613
en,English,9911
fr,Français,27419
en,English,15667
en,English,14753
ja,日本語,14753
la,Latin,14753
en,English,46067
en,English,50155
ru,Pусский,50155
en,English,27827
en,English,3603
fr,Français,3603
it,Italiano,3603
en,English,2014
de,Deutsch,2014
tr,Türkçe,2014
en,English,17202
en,English,663
en,English,9262
en,English,15651
ja,日本語,27276
en,English,95560
en,English,25476
cn,广州话 / 廣州話,48301
zh,普通话,48301
en,English,29362
en,English,33931
da,Dansk,12646
de,Deutsch,20605
ko,한국어/조선말,20605
es,Español,20607
ko,한국어/조선말,2015
en,English,28007
pt,Português,7347
pt,Português,14421
es,Español,5718
en,English,5718
en,English,5126
en,English,16126
cn,广州话 / 廣州話,18731
pl,Polski,18731
en,English,37005
de,Deutsch,37005
es,Español,37005
en,English,18442
en,English,42173
en,English,4982
en,English,5559
en,English,25755
zh,普通话,25755
th,ภาษาไทย,25755
en,English,7972
fr,Français,2013
en,English,6977
es,Español,6977
en,English,39127
fr,Français,39127
en,English,4953
en,English,10520
en,English,26336
en,English,37368
da,Dansk,19026
en,English,5123
en,English,16203
en,English,53827
en,English,18612
sv,svenska,5817
en,English,13363
ko,한국어/조선말,43987
en,English,32726
es,Español,32726
en,English,4515
en,English,5375
en,English,2310
en,English,2284
en,English,6639
en,English,4723
en,English,29162
de,Deutsch,48267
en,English,16768
en,English,21296
es,Español,21296
en,English,24732
en,English,10251
fr,Français,10251
en,English,15006
ar,العربية,24060
en,English,24060
es,Español,24060
en,English,34898
pl,Polski,12555
cs,Český,12555
en,English,22606
en,English,13561
en,English,13168
ce,,20714
cs,Český,20714
ru,Pусский,20714
es,Español,11148
en,English,46872
en,English,18312
fr,Français,17460
en,English,5876
en,English,4523
en,English,1620
ru,Pусский,1620
sr,Srpski,1620
en,English,15250
en,English,13474
hi,हिन्दी,8079
ja,日本語,13483
en,English,13483
is,Íslenska,2268
en,English,2268
ru,Pусский,2268
fr,Français,2268
en,English,6479
en,English,6477
es,Español,6477
fr,Français,6477
ja,日本語,6477
en,English,7249
en,English,44783
en,English,13998
en,English,3902
en,English,18631
en,English,43308
de,Deutsch,11476
ru,Pусский,11476
en,English,8272
en,English,13186
es,Español,6537
en,English,43798
fr,Français,43798
it,Italiano,43798
en,English,7326
en,English,1874
xh,,1874
ja,日本語,55192
en,English,1989
fr,Français,4946
en,English,24123
en,English,28522
de,Deutsch,28522
ru,Pусский,28522
en,English,48266
fr,Français,48266
de,Deutsch,48266
es,Español,48266
en,English,25460
en,English,25740
en,English,13076
en,English,11600
es,Español,11600
en,English,13023
en,English,150938
en,English,46902
pl,Polski,46902
en,English,10884
en,English,13348
de,Deutsch,13348
en,English,64942
fr,Français,64942
de,Deutsch,64942
he,עִבְרִית,64942
it,Italiano,64942
en,English,25784
vi,Tiếng Việt,25784
en,English,7350
en,English,26600
en,English,7979
pt,Português,7979
ps,پښتو,7979
ru,Pусский,7979
ur,اردو,7979
en,English,20567
ja,日本語,20567
fr,Français,45126
da,Dansk,52473
en,English,12171
en,English,157373
en,English,71066
ja,日本語,13299
en,English,13250
it,Italiano,42790
en,English,9867
en,English,15495
en,English,53896
en,English,14148
en,English,48737
en,English,13198
en,English,14804
fr,Français,14804
de,Deutsch,14804
en,English,111744
de,Deutsch,111744
it,Italiano,111744
en,English,36328
en,English,23817
en,English,13885
la,Latin,6637
en,English,6637
fr,Français,6637
bn,বাংলা,12130
ms,Bahasa melayu,12130
zh,普通话,12130
en,English,7345
hr,Hrvatski,42529
de,Deutsch,42529
en,English,42529
ru,Pусский,42529
sr,Srpski,42529
ar,العربية,6538
en,English,6538
ru,Pусский,6538
ur,اردو,6538
he,עִבְרִית,6538
en,English,40682
en,English,440
en,English,6575
en,English,19213
en,English,19103
de,Deutsch,6076
en,English,9546
fr,Français,9546
pt,Português,40860
en,English,111854
en,English,14047
mn,,1488
en,English,14118
en,English,54318
en,English,69315
cn,广州话 / 廣州話,45871
en,English,6023
en,English,26990
en,English,6557
en,English,107282
de,Deutsch,107282
en,English,28363
en,English,17181
ja,日本語,17181
en,English,69557
en,English,110909
es,Español,31068
pt,Português,60141
en,English,32307
pt,Português,49367
ja,日本語,28272
en,English,4787
en,English,21847
en,English,33358
hi,हिन्दी,7508
cs,Český,20629
en,English,10253
ko,한국어/조선말,10253
en,English,44434
ar,العربية,5259
en,English,5259
he,עִבְרִית,5259
en,English,47841
ko,한국어/조선말,47841
ja,日本語,8329
es,Español,8329
en,English,14062
fr,Français,51992
en,English,51992
sv,svenska,49717
en,English,2312
en,English,13195
es,Español,78705
it,Italiano,30535
ru,Pусский,7191
en,English,7191
en,English,12085
en,English,24624
ru,Pусский,4170
en,English,4170
es,Español,4170
pl,Polski,4170
en,English,13252
en,English,42635
en,English,11908
no,Norsk,15017
en,English,15017
en,English,86241
en,English,8875
en,English,18290
en,English,10247
en,English,43604
en,English,3575
en,English,28303
en,English,71068
en,English,32716
en,English,41845
de,Deutsch,41845
ja,日本語,41845
ja,日本語,25078
ja,日本語,14069
en,English,15053
en,English,81522
fr,Français,81522
it,Italiano,81522
en,English,6933
en,English,14423
en,English,8090
en,English,7555
my,,7555
th,ภาษาไทย,7555
en,English,16988
en,English,7278
es,Español,9030
en,English,9030
en,English,14220
en,English,13160
en,English,10834
de,Deutsch,10834
en,English,13059
en,English,11253
en,English,58470
en,English,8321
en,English,17665
fr,Français,4034
en,English,1479
en,English,2282
fr,Français,2282
en,English,100526
bm,Bamanankan,62652
fr,Français,62652
de,Deutsch,53094
es,Español,244145
en,English,59474
pt,Português,59474
en,English,19275
fr,Français,7973
ar,العربية,7973
de,Deutsch,15020
en,English,34981
en,English,13054
en,English,18893
en,English,55294
en,English,43691
en,English,7839
en,English,77245
es,Español,77245
en,English,19384
en,English,13121
en,English,71072
en,English,46885
ja,日本語,13315
ja,日本語,42041
en,English,13490
en,English,8676
en,English,43705
en,English,12855
en,English,37003
en,English,15030
no,Norsk,12167
en,English,28093
en,English,20520
zh,普通话,20520
da,Dansk,76235
no,Norsk,76235
sv,svenska,76235
en,English,48131
fr,Français,8247
en,English,7992
pl,Polski,7992
en,English,14105
en,English,8390
ja,日本語,21490
en,English,13641
fr,Français,13641
xx,No Language,113788
en,English,18652
fr,Français,125742
es,Español,7461
en,English,7461
en,English,8204
ru,Pусский,8328
en,English,8328
hi,हिन्दी,14073
ta,தமிழ்,14073
en,English,94009
ko,한국어/조선말,12650
en,English,72602
es,Español,72602
en,English,25919
en,English,15365
en,English,12184
en,English,13260
en,English,7942
ja,日本語,36091
en,English,117001
zh,普通话,38052
en,English,13362
en,English,10844
es,Español,21043
en,English,23312
en,English,11161
en,English,6473
pt,Português,6473
de,Deutsch,90387
en,English,33034
en,English,38804
en,English,21373
en,English,13493
en,English,7840
en,English,8848
en,English,13460
en,English,12222
en,English,8461
en,English,7862
de,Deutsch,7862
he,עִבְרִית,7862
ru,Pусский,7862
zh,普通话,12246
mn,,12246
en,English,16666
en,English,12177
en,English,13025
en,English,2239
en,English,7985
pt,Português,7343
en,English,28816
en,English,14066
de,Deutsch,14066
en,English,37300
en,English,13016
da,Dansk,10797
en,English,6391
fr,Français,6391
he,עִבְרִית,6391
en,English,14011
en,English,29004
de,Deutsch,29004
hu,Magyar,29004
en,English,18586
en,English,13196
he,עִבְרִית,13196
ja,日本語,3764
is,Íslenska,14793
en,English,14793
fr,Français,8944
en,English,8944
he,עִבְרִית,8944
en,English,15124
de,Deutsch,33166
fr,Français,33166
en,English,33166
en,English,45757
cs,Český,28260
en,English,28260
it,Italiano,28260
en,English,12178
en,English,14054
en,English,8060
en,English,22551
en,English,43797
en,English,383
es,Español,383
en,English,78307
fr,Français,12453
et,Eesti,28205
en,English,155
zh,普通话,155
en,English,72608
en,English,29369
fr,Français,29369
en,English,46883
en,English,36527
en,English,18070
en,English,14014
en,English,8456
en,English,22521
fr,Français,22521
de,Deutsch,22521
km,,22521
ar,العربية,79156
he,עִבְרִית,79156
cn,广州话 / 廣州話,13688
en,English,8457
en,English,86792
pl,Polski,86792
en,English,32579
es,Español,32579
th,ภาษาไทย,11534
en,English,18633
ja,日本語,19333
en,English,31409
fr,Français,31409
es,Español,13495
en,English,27323
en,English,22060
pl,Polski,22060
de,Deutsch,511
pl,Polski,511
ru,Pусский,511
yi,,511
en,English,7797
fr,Français,7797
de,Deutsch,7797
it,Italiano,7797
sa,,7797
es,Español,7797
mn,,8093
en,English,8065
en,English,12890
en,English,15185
en,English,44813
fr,Français,60612
en,English,31421
cs,Český,24411
en,English,24411
en,English,4942
de,Deutsch,4942
en,English,14044
zh,普通话,14044
ru,Pусский,14044
ja,日本語,42143
en,English,42143
en,English,11483
fr,Français,11483
es,Español,11483
ja,日本語,36223
de,Deutsch,25904
cs,Český,25904
en,English,8988
en,English,7944
en,English,18031
zh,普通话,18031
en,English,18218
cs,Český,46982
es,Español,13317
he,עִבְרִית,28705
en,English,35760
hu,Magyar,35760
ru,Pусский,35760
en,English,16283
hi,हिन्दी,16283
en,English,7351
es,Español,7351
fr,Français,8281
fr,Français,99339
es,Español,8267
fr,Français,13312
en,English,10488
en,English,11152
pl,Polski,11152
ru,Pусский,11152
en,English,15260
es,Español,15260
pt,Português,18181
en,English,9870
ja,日本語,9870
de,Deutsch,9870
en,English,14424
en,English,11918
en,English,1266
tr,Türkçe,1266
ar,العربية,12473
en,English,12473
fr,Français,12473
ro,Română,12473
en,English,13335
fr,Français,8827
fr,Français,12156
en,English,7459
en,English,9997
fr,Français,38376
pl,Polski,38376
en,English,8319
fr,Français,8319
en,English,92299
fr,Français,92299
en,English,1729
zh,普通话,1729
en,English,12179
en,English,13079
en,English,24701
en,English,28131
en,English,14324
ru,Pусский,14324
en,English,10503
ar,العربية,13007
en,English,13007
he,עִבְרִית,13007
fa,فارسی,13007
es,Español,13007
en,English,9017
en,English,25119
ru,Pусский,53196
lt,Lietuvikai,53196
en,English,38163
en,English,13258
fr,Français,13258
en,English,14236
en,English,13784
en,English,27918
fr,Français,27918
da,Dansk,28435
en,English,28435
de,Deutsch,28435
en,English,31604
zh,普通话,31604
en,English,38661
hu,Magyar,38661
en,English,40044
en,English,40214
en,English,40045
en,English,1810
de,Deutsch,1810
it,Italiano,1810
hr,Hrvatski,47120
en,English,47120
de,Deutsch,47120
en,English,7861
hi,हिन्दी,7861
en,English,13018
en,English,8780
it,Italiano,10886
uk,Український,10886
en,English,13650
en,English,29291
fr,Français,29291
de,Deutsch,29291
en,English,13359
es,Español,26232
it,Italiano,8617
en,English,8617
en,English,6967
de,Deutsch,6967
sw,Kiswahili,6967
en,English,1726
fa,فارسی,1726
ur,اردو,1726
ar,العربية,1726
da,Dansk,22194
en,English,10761
fr,Français,10761
ru,Pусский,10761
en,English,12400
en,English,16135
fr,Français,16135
en,English,14000
en,English,43664
it,Italiano,43664
en,English,8681
fr,Français,8681
ar,العربية,8681
sq,shqip,8681
en,English,16450
fr,Français,12198
zh,普通话,12198
en,English,14784
ro,Română,14784
la,Latin,14784
en,English,13001
en,English,13412
en,English,13162
en,English,13243
en,English,13008
en,English,9029
sh,,9029
da,Dansk,15957
en,English,8277
en,English,17106
en,English,12586
es,Español,12586
fr,Français,41648
it,Italiano,41648
ru,Pусский,3014
de,Deutsch,3014
en,English,3014
en,English,43822
de,Deutsch,87541
en,English,16042
en,English,2454
no,Norsk,12197
en,English,32684
en,English,25527
en,English,17483
ru,Pусский,17483
en,English,14530
en,English,21182
en,English,13191
fi,suomi,38834
en,English,15356
en,English,15281
en,English,217
de,Deutsch,217
ru,Pусский,217
en,English,13534
en,English,50700
en,English,85514
en,English,10120
en,English,22498
en,English,37481
en,English,12808
en,English,43145
en,English,44260
fr,Français,38282
en,English,12245
en,English,10885
ja,日本語,10885
en,English,15378
en,English,4564
en,English,10665
en,English,10822
en,English,13636
en,English,9022
ja,日本語,31512
zu,isiZulu,14103
en,English,14103
en,English,9502
en,English,16117
ja,日本語,130639
ja,日本語,51929
pt,Português,74349
en,English,14050
da,Dansk,15776
en,English,17221
en,English,37308
fr,Français,37308
en,English,29377
en,English,26119
es,Español,26119
en,English,42358
fr,Français,42358
en,English,50231
en,English,4857
fr,Français,4857
xx,No Language,79761
en,English,79761
en,English,37626
en,English,48564
en,English,46189
en,English,72609
en,English,117044
en,English,114348
en,English,95402
en,English,14305
cn,广州话 / 廣州話,72445
ja,日本語,72445
vi,Tiếng Việt,72445
de,Deutsch,20017
cn,广州话 / 廣州話,45996
zh,普通话,45996
en,English,10661
he,עִבְרִית,10661
hu,Magyar,60261
en,English,13172
es,Español,13172
en,English,45791
it,Italiano,9789
en,English,13848
es,Español,13848
cn,广州话 / 廣州話,51484
en,English,3687
en,English,22090
en,English,2982
cn,广州话 / 廣州話,45408
en,English,45408
fr,Français,45408
en,English,82731
en,English,37412
it,Italiano,66180
it,Italiano,31742
en,English,12912
en,English,13170
en,English,14748
en,English,15691
en,English,13206
zh,普通话,14392
en,English,18467
en,English,14882
en,English,8645
fr,Français,8645
pt,Português,1724
es,Español,1724
en,English,1724
en,English,5759
ja,日本語,13405
zh,普通话,13405
en,English,13405
ja,日本語,49258
en,English,10681
en,English,8909
en,English,8960
ja,日本語,8960
en,English,15728
en,English,23676
fi,suomi,23676
de,Deutsch,23676
zh,普通话,23676
es,Español,23676
en,English,1938
en,English,75141
en,English,42473
en,English,13993
en,English,11665
ru,Pусский,11665
en,English,13019
de,Deutsch,13019
en,English,26354
en,English,22905
en,English,10748
fr,Français,14949
es,Español,78998
en,English,78998
en,English,12889
en,English,28681
en,English,85559
fr,Français,51890
ja,日本語,51890
pl,Polski,45698
ru,Pусский,26302
en,English,32263
en,English,27506
en,English,27504
en,English,64852
en,English,78321
fr,Français,78321
en,English,77765
en,English,45512
bn,বাংলা,43031
en,English,13205
en,English,13065
en,English,8359
en,English,13003
en,English,13990
en,English,15272
zh,普通话,15272
en,English,80659
ja,日本語,10842
en,English,72163
de,Deutsch,72163
en,English,29882
es,Español,29882
en,English,40630
cs,Český,31658
en,English,31658
en,English,14349
en,English,12172
fr,Français,64131
fr,Français,15125
en,English,8847
en,English,43869
ja,日本語,94525
fa,فارسی,125550
en,English,13009
pl,Polski,13009
en,English,13675
en,English,33588
en,English,16800
fr,Français,16800
de,Deutsch,16800
en,English,56224
ar,العربية,14111
en,English,14111
ce,,17479
ru,Pусский,17479
en,English,32604
fr,Français,32604
hu,Magyar,32604
it,Italiano,32604
ro,Română,32604
en,English,11631
el,ελληνικά,11631
fi,suomi,20158
fr,Français,8265
ja,日本語,42718
en,English,15654
en,English,14634
en,English,14414
de,Deutsch,428
fi,suomi,20548
en,English,14145
de,Deutsch,9010
en,English,13022
es,Español,68259
en,English,9783
ar,العربية,10190
en,English,10190
es,Español,10190
fr,Français,10190
ja,日本語,43487
en,English,13353
he,עִבְרִית,16019
en,English,46531
es,Español,46531
uk,Український,13614
de,Deutsch,13614
pl,Polski,13614
ru,Pусский,13614
pl,Polski,4966
en,English,88751
is,Íslenska,88751
it,Italiano,88751
en,English,11260
ja,日本語,13964
en,English,13692
fr,Français,13692
en,English,13910
fr,Français,13910
it,Italiano,13910
fr,Français,10818
en,English,14456
it,Italiano,14456
da,Dansk,15840
sv,svenska,15840
da,Dansk,15830
de,Deutsch,15830
hu,Magyar,15830
ko,한국어/조선말,25647
da,Dansk,14898
da,Dansk,12416
no,Norsk,572
sv,svenska,572
de,Deutsch,36226
fr,Français,60531
en,English,16007
ja,日本語,16007
ru,Pусский,16007
en,English,158800
en,English,18035
en,English,43253
en,English,14820
en,English,6687
fr,Français,6687
zh,普通话,6687
ru,Pусский,6687
es,Español,6687
en,English,11802
fr,Français,2002
en,English,12914
en,English,13183
en,English,116333
es,Español,116333
ar,العربية,13255
en,English,13255
fr,Français,13255
ru,Pусский,13255
es,Español,13255
en,English,14154
de,Deutsch,14154
en,English,12247
en,English,22100
en,English,19244
en,English,32008
en,English,13012
en,English,12133
es,Español,12133
ar,العربية,12568
en,English,12568
fr,Français,12568
it,Italiano,12568
la,Latin,12568
en,English,8836
en,English,13259
en,English,14048
fr,Français,14048
en,English,12270
en,English,18846
en,English,10898
en,English,13541
en,English,11910
en,English,17245
zh,普通话,30112
en,English,12192
ja,日本語,70846
en,English,16725
ja,日本語,117129
es,Español,15865
it,Italiano,4140
bo,,4140
en,English,14061
ru,Pусский,14061
ru,Pусский,43680
en,English,16700
fi,suomi,167928
en,English,1735
zh,普通话,1735
sa,,1735
en,English,10187
en,English,10185
fr,Français,10185
en,English,10183
fr,Français,10183
ur,اردو,10183
zh,普通话,10183
en,English,31082
fr,Français,13996
en,English,13996
de,Deutsch,13996
es,Español,5038
en,English,5038
en,English,13851
ja,日本語,13851
pt,Português,13851
es,Español,13851
th,ภาษาไทย,13851
it,Italiano,19877
ja,日本語,19877
cn,广州话 / 廣州話,46871
en,English,46871
en,English,28273
ja,日本語,28273
ko,한국어/조선말,15859
en,English,31922
it,Italiano,31922
fr,Français,14654
en,English,13251
de,Deutsch,1661
ko,한국어/조선말,41245
en,English,10189
zh,普通话,12289
th,ภาษาไทย,12289
en,English,45579
en,English,15069
en,English,2012
fr,Français,2012
es,Español,2012
en,English,18056
en,English,18803
en,English,10188
en,English,13300
en,English,11671
es,Español,11671
en,English,63474
de,Deutsch,15570
en,English,15570
fr,Français,15570
ja,日本語,15570
es,Español,15570
en,English,155796
en,English,15208
en,English,15662
en,English,22029
en,English,13649
en,English,7446
zh,普通话,7446
en,English,14878
en,English,12180
en,English,13107
fr,Français,29568
es,Español,29568
en,English,13256
en,English,13436
th,ภาษาไทย,13436
he,עִבְרִית,8885
ar,العربية,8885
de,Deutsch,8885
en,English,8885
sv,svenska,13310
en,English,12621
en,English,10483
en,English,12620
en,English,13579
en,English,10186
fr,Français,10186
en,English,15320
en,English,13515
fr,Français,5592
cs,Český,13956
en,English,13956
en,English,60230
en,English,43389
it,Italiano,43389
cs,Český,31018
en,English,31018
ja,日本語,13637
en,English,18116
en,English,15661
ru,Pусский,15661
en,English,13564
en,English,14566
de,Deutsch,14566
en,English,14298
en,English,4944
en,English,13805
en,English,9381
ru,Pусский,9381
ar,العربية,13291
en,English,13291
en,English,13991
en,English,22319
en,English,13972
en,English,16182
en,English,14771
ru,Pусский,14771
en,English,43040
en,English,15206
en,English,8285
fr,Français,8285
ru,Pусский,8285
en,English,18539
es,Español,18539
de,Deutsch,21335
en,English,21335
fr,Français,21335
es,Español,12165
en,English,12165
en,English,85574
es,Español,85574
th,ภาษาไทย,13184
en,English,13184
hu,Magyar,12818
it,Italiano,12818
en,English,27521
fr,Français,13726
es,Español,102305
zh,普通话,35854
en,English,14075
fi,suomi,22554
en,English,18596
en,English,26431
zh,普通话,38019
en,English,43177
en,English,39368
es,Español,3865
en,English,13484
en,English,14458
es,Español,25795
en,English,13389
ru,Pусский,13389
es,Español,13389
en,English,13279
es,Español,38140
en,English,3
fi,suomi,3
sv,svenska,3
en,English,12797
es,Español,12797
en,English,8908
it,Italiano,8908
sr,Srpski,8908
es,Español,8908
da,Dansk,15822
de,Deutsch,4998
es,Español,4998
en,English,16456
de,Deutsch,16456
es,Español,3041
it,Italiano,41264
en,English,24777
en,English,20802
sv,svenska,47721
en,English,14232
en,English,14098
en,English,14643
en,English,30944
fr,Français,30944
ja,日本語,50759
en,English,38226
en,English,12690
es,Español,12690
de,Deutsch,12412
it,Italiano,12412
en,English,12412
pt,Português,37050
ru,Pусский,38311
fi,suomi,54669
de,Deutsch,54669
ru,Pусский,54669
pt,Português,73169
en,English,1984
ru,Pусский,38361
ru,Pусский,73920
en,English,13027
en,English,13092
en,English,25126
en,English,14326
es,Español,14326
en,English,50011
en,English,12182
he,עִבְרִית,14928
en,English,38616
fr,Français,9539
ja,日本語,81296
ja,日本語,46492
pt,Português,131805
en,English,13200
bn,বাংলা,822
it,Italiano,8882
zh,普通话,8882
fr,Français,8882
ja,日本語,42095
en,English,13401
hi,हिन्दी,13401
de,Deutsch,13401
es,Español,20015
en,English,12783
cs,Český,12683
en,English,12683
pt,Português,12683
es,Español,3097
en,English,3097
de,Deutsch,3097
nl,Nederlands,3097
fr,Français,3097
ja,日本語,15981
en,English,41666
en,English,14976
ar,العربية,12113
en,English,12113
en,English,13600
en,English,10078
en,English,30266
en,English,11874
fr,Français,11874
it,Italiano,11874
en,English,19566
en,English,13051
ru,Pусский,13051
es,Español,13051
en,English,39816
hi,हिन्दी,39816
en,English,10358
es,Español,10523
en,English,10523
en,English,13596
en,English,56942
it,Italiano,71206
ru,Pусский,71206
en,English,4960
fr,Français,120481
en,English,120481
en,English,32620
en,English,12837
en,English,14914
en,English,13948
ru,Pусский,25142
de,Deutsch,7735
fr,Français,14791
en,English,76406
de,Deutsch,76406
ja,日本語,76406
ja,日本語,101929
en,English,2397
en,English,12689
es,Español,12689
en,English,15935
en,English,15450
en,English,25741
fi,suomi,25741
en,English,13812
ja,日本語,108634
en,English,27361
fr,Français,27361
ja,日本語,225614
en,English,13489
pl,Polski,13489
en,English,13150
en,English,13414
en,English,14325
ja,日本語,41474
ja,日本語,41477
en,English,16068
en,English,15289
th,ภาษาไทย,56295
en,English,13809
ru,Pусский,13809
en,English,11887
en,English,41073
en,English,83683
en,English,59403
en,English,69299
en,English,13253
en,English,114796
en,English,17800
en,English,30977
en,English,10527
it,Italiano,10527
th,ภาษาไทย,10527
fr,Français,13506
ru,Pусский,13506
ja,日本語,8338
en,English,8338
en,English,3580
ja,日本語,36073
en,English,20766
fr,Français,12405
hi,हिन्दी,12405
en,English,12405
en,English,10764
es,Español,10764
it,Italiano,10764
fr,Français,10764
de,Deutsch,10764
en,English,18548
hi,हिन्दी,18548
pl,Polski,18548
ru,Pусский,18548
en,English,4701
en,English,15373
en,English,173634
fr,Français,8938
ja,日本語,8938
ja,日本語,16061
bs,Bosanski,73059
fi,suomi,16166
ru,Pусский,16166
es,Español,2588
en,English,13672
fr,Français,13672
ja,日本語,47184
de,Deutsch,158959
fr,Français,44283
en,English,42884
en,English,215471
en,English,13516
ja,日本語,14943
pt,Português,19147
en,English,52561
en,English,42664
nl,Nederlands,4627
en,English,4627
de,Deutsch,4627
sv,svenska,43052
fi,suomi,21501
hu,Magyar,21501
ko,한국어/조선말,16882
es,Español,127257
ja,日本語,49355
en,English,13655
en,English,13905
en,English,11917
fr,Français,8892
en,English,12525
en,English,82519
en,English,13523
en,English,14655
en,English,15749
pl,Polski,15749
ru,Pусский,15749
ru,Pусский,22358
en,English,14405
ku,,43985
fa,فارسی,43985
en,English,20065
it,Italiano,20065
en,English,14089
en,English,84050
fr,Français,9999
de,Deutsch,9999
ja,日本語,17099
cn,广州话 / 廣州話,58570
ja,日本語,29452
en,English,125749
tr,Türkçe,8905
it,Italiano,3520
it,Italiano,43372
ja,日本語,88435
en,English,77650
en,English,17704
en,English,36571
fr,Français,36571
de,Deutsch,36571
en,English,36572
en,English,37327
en,English,28684
fr,Français,8841
en,English,54615
en,English,13220
en,English,34867
de,Deutsch,10565
tr,Türkçe,10565
en,English,6972
ja,日本語,6972
en,English,13053
en,English,32862
en,English,10139
en,English,29320
en,English,8966
en,English,16342
en,English,13387
uk,Український,13387
fr,Français,13387
ru,Pусский,13387
hu,Magyar,13387
en,English,12193
en,English,14574
en,English,10900
ro,Română,56256
en,English,14438
en,English,14248
en,English,20919
en,English,12224
en,English,10360
en,English,14299
ru,Pусский,13056
en,English,13056
en,English,15026
en,English,13793
bn,বাংলা,35790
en,English,35790
ru,Pусский,38831
en,English,45838
en,English,13394
fr,Français,2574
de,Deutsch,72495
it,Italiano,72495
en,English,34283
en,English,114390
ja,日本語,85844
en,English,14447
en,English,17157
de,Deutsch,1964
en,English,44626
en,English,65502
de,Deutsch,65502
en,English,17912
en,English,43962
en,English,28148
en,English,93260
en,English,109539
de,Deutsch,109539
en,English,116973
en,English,174122
de,Deutsch,174122
zh,普通话,10200
en,English,10200
en,English,8881
es,Español,8881
en,English,8880
es,Español,8880
en,English,11127
en,English,18117
es,Español,109711
en,English,109711
en,English,18926
en,English,86782
en,English,25852
en,English,39407
en,English,39409
tr,Türkçe,37584
en,English,14359
ja,日本語,19486
en,English,13223
en,English,11499
es,Español,11499
en,English,8055
de,Deutsch,8055
el,ελληνικά,8055
la,Latin,8055
en,English,3054
hi,हिन्दी,14072
en,English,20542
pl,Polski,20542
fr,Français,12449
de,Deutsch,12449
nl,Nederlands,5816
ja,日本語,13980
en,English,8276
fr,Français,8276
nl,Nederlands,61751
en,English,11321
es,Español,11321
en,English,52615
en,English,41966
en,English,89453
en,English,120862
ru,Pусский,42655
en,English,12163
en,English,14772
en,English,27991
zh,普通话,9050
he,עִבְרִית,86082
fr,Français,47499
en,English,60488
de,Deutsch,60488
en,English,112912
en,English,80616
zh,普通话,2694
en,English,39558
hr,Hrvatski,36573
en,English,36573
de,Deutsch,36573
en,English,4922
en,English,159849
et,Eesti,10201
en,English,10201
ko,한국어/조선말,10201
en,English,2253
de,Deutsch,2253
en,English,14422
ja,日本語,38142
en,English,34812
en,English,16268
en,English,14806
sr,Srpski,51817
en,English,84397
en,English,105371
nl,Nederlands,6936
en,English,13954
en,English,13406
sv,svenska,14357
en,English,185156
en,English,10202
en,English,28564
en,English,23604
en,English,13973
en,English,4148
en,English,194113
en,English,51247
nl,Nederlands,17845
en,English,13827
pl,Polski,13827
en,English,362026
en,English,15676
en,English,15584
en,English,13971
en,English,89573
de,Deutsch,13813
ru,Pусский,13813
en,English,13813
en,English,13180
en,English,14306
fr,Français,8049
en,English,20028
fi,suomi,141971
en,English,31047
sv,svenska,8927
ja,日本語,12429
en,English,70191
fr,Français,51808
en,English,18151
en,English,28256
en,English,16205
fr,Français,15331
en,English,17287
fi,suomi,50988
en,English,113916
en,English,29741
pt,Português,29262
en,English,9795
de,Deutsch,26758
en,English,26758
en,English,25528
en,English,8942
en,English,13690
en,English,16409
fr,Français,16409
en,English,113921
zh,普通话,14756
ja,日本語,14756
cn,广州话 / 廣州話,14756
en,English,27244
de,Deutsch,35945
hu,Magyar,35945
en,English,35945
en,English,54406
en,English,10596
en,English,60547
es,Español,49256
en,English,86084
en,English,13944
en,English,10199
en,English,10521
en,English,26235
fr,Français,13635
es,Español,13635
ar,العربية,13635
en,English,13635
en,English,14435
ja,日本語,21966
en,English,52886
hu,Magyar,52886
en,English,37373
fy,,260528
en,English,13177
en,English,34696
en,English,221861
es,Español,14139
en,English,16999
fr,Français,8280
en,English,125705
en,English,36746
pl,Polski,36402
bs,Bosanski,317
sr,Srpski,317
en,English,12437
en,English,2309
en,English,86363
en,English,162865
en,English,47658
lv,Latviešu,31688
en,English,31688
en,English,14076
hi,हिन्दी,14076
en,English,13942
en,English,18543
en,English,21029
en,English,50307
